INDEX,TWEET
721,"It's not been a good year for Macron, France,  Merkel, Germany, the EU &amp; @vonderleyen! 
Think we pulled off a blinder with #Brexit &amp; just in nick of time! 
French self-esteem hit after Pasteur Institute abandons Covid vaccine https://t.co/8FggcKyOHs"
723,"What is California doing to reach vulnerable Californians with access to the vaccine?

@dr_tonyiton mentions that 40% of vaccines are targeted to low-income communities and mobile clinics among efforts.

#RollUpYourSleeve https://t.co/ZvbQwShtyl"
725," Vaccine update from @CDCgov:

- 2.8M new doses
- Avg at 2.51M per day (record)

See more at: https://t.co/7Bip57pPm6 whenever Tableau comes back online https://t.co/vGVawdCxZ2"
728,"@jesskcoleman I'm MUCH more interested in Joe solving problems for Americans - esp. HUGE ones plaguing democracy &amp; the entire planet - than in hosting a conference for the ""press"".  
There is a vaccine in my arm &amp; a check in my bank - No conf. needed for that report!"
729,if draymond got the vaccine (probably did since he had COVID before) heâs likely experiencing the side effects but get your tanking jokes off I guess
730,"âThe governments need to listen to the epidemiologists, look at the data, see the evidence and do whatâs right.â â @CTF_FCE_PRES 
Education workers across the country need to be prioritized for 2nd round of vaccines #cdnpoli
https://t.co/pNbFpIYNEs"
732,10/10 do not recommend lifting after you get the vaccine. Iâm here though and too stubborn to leave but learn from me here
733,"if you want a âfake vaccine cardâ to lie and say you got the vaccine even though you didnât, you can catch these hands DISRESPECTFUL"
735,@nwtechie53 @TAnightwatch @high_fades Anyway take your vaccine with mRNA(modificated RNA) and be healthy
736,"""When I say, 'I'm booking your vaccination for next week,' I literally have had people crying on the phone"": owners of Alberta pharmacies offer glimpse into what COVID-19 vaccine rollout has been like https://t.co/gqh0sRoC7W #COVID19ab #COVID19alberta"
739,"THE BALL IS ROLLING.

DO WE HAVE OUR EYES ON THE BALL?

I KNOW MOST OF US WILL KNOW WHAT TO DO WITH THE BALL WHEN TH EMOMENT IS RIGHT.

WE WILL KNOCK IT OUT OF THE PARK.
https://t.co/XjCsgaCwTX"
741,Our liberties are under attack &amp; the left seem some what complacent. Iâve heard more from the likes of Dan wooton &amp; James Mac today against vaccine passports than I have from the left. Disappointing!  Be careful what you wish for.
744,"Got my first dose of #COVID19 vaccine yesterday! Minor side effects, but if your body dislikes the vaccine, it'a gonna hate the virus waaay more. https://t.co/Mn75vQmdw4"
745,"We've all missed doing the things we love. But we have the power to end #COVID19 faster â by sharing the vaccine fairly around the world. 

#OnlyTogether can we ensure everyone is protected so we can get back to the things we love. https://t.co/lsfaV8no4k https://t.co/eul9faHqYk"
747,"@Iamlistening666 @JonAshworth There is no hope for plague island. Shambolic handling of pandemic so many deaths, many think 1 dose of vaccine means vaccination many think 12 wk gap ok. Pretends no export ban but greedily imports vaccines. Deluded itâs world beating! Plague Island on so many levels."
750,#ISoldOutFor a vaccine shot... https://t.co/qcoM89lFJu
751,"BIG NEWS! As of today, any adult resident in the State of Texas can now register for the COVID-19 vaccine! To see how to join Denton County Public Health's vaccine clinic waitlist, visit https://t.co/spkk6Xckev. https://t.co/ViASVkANk4"
753,"@N13lCl @talkRADIO @JuliaHB1 @SteveBakerHW Nothing to hide like what? Secretly testing positive? No vaccine, well that's not a crime. It's the end of our freedom and discriminating against people who can't or choose not to having the injection."
755,@adriandix Please help us get our Covid Vaccine sooner rather than later. Is there not a better system in place for us âimmunosuppressive â than waiting for a letter. PLEASE allow our Doctors in BC to give us documentation stating we are in this compromised group. Allow this too
756,"@dkhos @POTUS @Uber While we're here @dkhos what's the likelihood of you diluting stock to raise money to survive 
You're cheering Joe hoping he can save $uber by getting people out again with the vaccine but that's going to take 18 months and you don't have 18 months of cash left "
757,babe this vaccine gave me a massive boner and the doctor said the only cure is expeditious sloppy toppy
759,"Californiaâs supply of COVID-19 vaccines is expected to significantly increase in the coming weeks. Now, while we remain focused on equity, we can extend vaccine eligibility to Californians aged 50+ starting April 1 and all individuals 16+ starting April 15. #vaccinateAll58 https://t.co/mwSHt9Lksz"
760,Gonna get a fake vaccine card so I can actually get a vaccine
761,A must watch. The best primer I have seen on why we should not be overly obsessed with relative vaccine efficacy rates. https://t.co/E8OXy9DS38
763,"I hate Texas/DFW.  That is all I have to say right now...OMG...my reading glasses (yes, I have old eyes) somehow made it across the f'ing row from me...BTW...already COVID infected, antibodies, and one shot of vaccine...plz help "
765,The day Biden took office over a million vaccine doses were being administered a day. https://t.co/kjTmkZ7wcu
766,@DrewShiller They should start letting fans in who can show proof of vaccine shot
767,"1 in 3 adults in the US have received at least one dose of vaccine, but most people are still unprotected. With Easter around the corner, it's important that we continue to be careful about traveling and indoor gatherings, which can rapidly increase spread of Covid."
768,President Biden is doubling his original COVID-19 vaccination goal to 200 million shots in arms by his 100th day in office â which is about a month from now â he said in the first news conference of his presidency. | via @NPR https://t.co/SrxpghE5eJ
769,@GoslingTj @AstraZeneca Unfortunately drug companies per se have a chequered history so AZ rightly or wrongly may be tarred with this brush plus with all the contractual secrecy vis-a-vis AZ &amp; UK suspicions are bound to be raised as to the rights &amp; wrongs of vaccine supplies &amp; to whom gets the supplies.
771,"I wanna preface this by saying that I initially was planning on not going since I had COVID last month and didn't need the vaccine until the summer. But, I have two friends in Phase 1B who have been waiting 2 months to get an appointment, and they needed a ride so I took them (2"
772,Sitting in line at my computer waiting for that #vaccine appointment babbyyyyyy https://t.co/BiKNWPn9ve
773,Uhh is this guy supposed to show up in your vision immediately after getting the vaccine https://t.co/RWmBjG0k2i
777,"CRG deputy chair @SteveBakerHW tells @TimesRadio that the Govt is planning 24 hour-long certification passports (to access pubs etc) to those without the vaccine only if they take two lateral flow tests, three days apart. Briefed to him from within Govt, he says."
778,Gov. Ron DeSantis Opposes Vaccine Passports In Florida https://t.co/hYMd4v1MHT
779,@KerithBurke Vaccine reaction is fatigue ?
780,"So we have gone from 3 weeks to flatten the curve to banning people from leaving the country (unless they have a second home to renovate) to digital vaccine passports to buy a pint. Somewhere along the way, itâs all gone a bit Pete Tong."
781,Research raises questions over delayed second vaccine doses for seniors https://t.co/o3oO512Cyi
782,"We #ARRRGH partnering with @Vidant_Health and @PittCountyNC to distribute a large number of #COVID19 vaccines to #ECU students 18+ who are @campuslivingecu residents or live off campus with one or more roommates.

Learn more and book your appointment 
https://t.co/ypRUYGWo8M"
783,"If youâre trying to make sense of the EU seeking to toughen up its vaccine approach and the criticism of thus coming from some in the UK, it helps to look at how the UK, US and the EU have approached this from the start... https://t.co/ASP0VOuYGz"
784,"BIG VACCINE NEWS (in CA)

Ages 50+ eligible April 1
Ages 16+ eligible April 15

Spread the word with this handy @KQEDnews graphic: https://t.co/lYS3dE8juS"
785,AstraZeneca says its vaccine is 76 percent effective in an updated company analysis released after earlier challenges of its data https://t.co/b2a6cbuJ7u
786,"Iâm pleased to announce that beginning this Monday, March 29, all Floridians age 40 and older will be eligible to receive the COVID-19 vaccine. Beginning the following Monday, April 5, all Floridians age 18 and older will be eligible. https://t.co/gJ0HHmiINW"
787,@EdTubb PCR Cycle threshold amped up to fraudulent levels again!  Only in the metropolis tho....  @fordnation screwing us over again enforce fear mongering to brainwash people to get vaxxed with a EU only MRNA. Which is NOT a vaccine!
788,@anthonyVslater Feeling the after effects of the vaccine?
790,"@AstorAaron @future_nba_gm @cnnbrk âEvery medication, treatment and vaccine carries risk. Cancer patients undergo chemotherapy, which is physically and emotionally taxing because the alternative of untreated cancer can be far worse.â Iâm not high risk so is like be allowed to pass "
791,@jfb_smoggy @RedsTheBest23 Vaccine confers more immunity than previous infection.
793,@MrMokelly @jackhutton @Yamiche I beg to differ because the media wants to move on to sensational stories because they are bored without Trump. So the pandemic is not sexy for them while Americans are still dying and some wonât take the vaccine
